date,realized_vol,lstm_forecast,garch_forecast
2023-08-15,1.1282033776988314,0.9103281,1.157985018700176
2023-08-16,1.0747852920629024,1.087426,1.2913352383855792
2023-08-17,1.093046776127415,1.1034198,1.2697179765851372
2023-08-18,1.1259735172071743,1.1146846,1.274842066943478
2023-08-21,1.157727290384902,1.1387669,1.262691989422918
2023-08-22,1.183848894021698,1.1670885,1.2298750455180032
2023-08-23,1.1020161532970567,1.1925565,1.207583406496226
2023-08-24,1.1142487684195201,1.1339378,1.1656139064306368
2023-08-25,1.028401275604007,1.1221439,1.1439995981671511
2023-08-28,1.0666602172983286,1.0536332,1.1433530179148177
2023-08-29,0.8204509602837047,1.0626676,1.1226760334949717
2023-08-30,0.7545020748332584,0.88136405,1.087461146798224
2023-08-31,0.6739057040626049,0.7769407,1.0627046458881555
2023-09-01,0.8745748672406348,0.6934964,1.028912112141651
2023-09-05,0.8252080344427105,0.830502,1.1772863775792373
2023-09-06,0.7396984905144123,0.8458966,1.1465042283438869
2023-09-07,0.7258959299187259,0.7845044,1.1063966526786917
2023-09-08,0.6240893103197226,0.7542212,1.0695705801721556
2023-09-11,0.8509525765732171,0.6708111,1.0766768009459249
2023-09-12,1.0544129893207108,0.8201488,1.1188270232825333
2023-09-13,1.129745537624269,1.0290236,1.2977955866042683
2023-09-14,1.1537235787874922,1.1468382,1.2685918646393597
2023-09-15,1.306830587760089,1.1887007,1.2715367002102933
2023-09-18,1.1853339440168766,1.3072416,1.302549110264222
2023-09-19,1.2331840292193075,1.2403333,1.278209805656057
2023-09-20,1.2743247161649627,1.2458596,1.2623742925196857
2023-09-21,1.3455385143203193,1.2758429,1.2478740547776042
2023-09-22,1.2952940324506148,1.3371369,1.2739285899968853
2023-09-25,1.3088226660733946,1.3127966,1.2258386513112416
2023-09-26,1.0353907952851875,1.310974,1.2411045863170314
2023-09-27,1.324360208990326,1.0982183,1.2073849891462731
2023-09-28,1.2674286427008463,1.2554566,1.3889044423482042
2023-09-29,1.3497902667438373,1.2689877,1.332345555216218
2023-10-02,1.4267883135262145,1.3344456,1.4252935287061603
2023-10-03,1.4161234175070978,1.4119116,1.500365082322938
2023-10-04,1.6825705774778335,1.4227093,1.4362133544003457
2023-10-05,1.6567082428553228,1.6279844,1.692136063818488
2023-10-06,1.6799108979542337,1.6646739,1.626921193729827
2023-10-09,1.9962695166843671,1.681257,1.5653848925913365
2023-10-10,1.99409290965127,1.926513,1.807349605225356
2023-10-11,1.794380540205034,1.9890571,1.7241244585920308
2023-10-12,1.794599709881231,1.8340547,1.6933589700359264
2023-10-13,1.8887109069138959,1.7772083,1.6171594579804085
2023-10-16,1.772105029665694,1.8345672,1.6852186420826052
2023-10-17,1.7893577053156184,1.7614739,1.622277986427536
2023-10-18,1.3084384564653144,1.7517884,1.582851854483757
2023-10-19,1.2653815817886638,1.3769467,1.5389009432761172
2023-10-20,1.4831390232886845,1.2350782,1.4730889255717494
2023-10-23,1.2619849124626594,1.3801831,1.5041009611133025
2023-10-24,1.3401133658123998,1.2705925,1.5250057842780222
2023-10-25,1.2775768297438173,1.3014154,1.5232992889728645
2023-10-26,1.2983762045809326,1.2700624,1.4586049317950711
2023-10-27,1.211037152662271,1.2801433,1.417672561441637
2023-10-30,1.1769866484531233,1.2199497,1.551732884174131
2023-10-31,1.0851097150393445,1.1775326,1.4876134676450914
2023-11-01,0.9522428337034865,1.0985467,1.4277576806523016
2023-11-02,1.5268650510172894,0.9765452,1.3701240020527847
2023-11-03,1.4809242564594067,1.3890511,1.604068275312154
2023-11-06,1.4432591988436656,1.4886595,1.5644871721519813
2023-11-07,1.531516236614316,1.4738928,1.5366620220476743
2023-11-08,1.5494188100119826,1.526063,1.624728410394831
2023-11-09,1.5487247350233215,1.5492315,1.6004948646180988
2023-11-10,1.4591152598407744,1.5492009,1.5326122231522945
2023-11-13,1.4781023891545892,1.4741074,1.5048068116522968
2023-11-14,1.5067482475089053,1.463253,1.457105722088987
