ETF,Mean_CATE,T_stat,P_value,Bootstrapped_CI_low,Bootstrapped_CI_high,Placebo_Mean_CATE,Placebo_Std_CATE
ICLN,0.0630124962042195,20.04188175545932,1.2853886643270229e-80,0.05705874837759183,0.06927455277652081,-0.0021780638527022765,0.047624942034848336
XLE,0.13208851714413794,29.860856167672754,9.587819801034892e-159,0.12324603388816349,0.14085670886597063,0.019238868609912106,0.04623395015064195
