ETF,Mean_CATE,T_stat,P_value,Bootstrapped_CI_low,Bootstrapped_CI_high,Placebo_Mean_CATE,Placebo_Std_CATE
ICLN,0.054303604058680656,33.09899867876856,3.961797871025492e-211,0.051170811811490365,0.057413883729110084,-0.0006864087936169035,0.037925481967853364
XLE,0.10098595244808556,41.58889580998649,1.732201169505e-311,0.0961060249253291,0.10563195395990532,0.008952121520463928,0.02883129243484441
