Price,Close,High,Low,Open,Volume
Ticker,EXH1.DE,EXH1.DE,EXH1.DE,EXH1.DE,EXH1.DE
Date,,,,,
2018-02-28,22.8612003326416,23.12140940052064,22.8612003326416,22.88350445321135,93901
2018-03-01,22.641883850097656,22.80172651944073,22.52664800861006,22.73853221345544,123371
2018-03-02,22.08057403564453,22.50062432812306,22.017379737839825,22.47460356374033,400317
2018-03-05,22.389110565185547,22.418849397237913,22.09172933478968,22.13633616484267,87953
2018-03-06,22.49691390991211,22.67905931100075,22.482044492428145,22.51549997275422,45928
2018-03-07,22.459735870361328,22.53408152487344,22.296176564855013,22.407694337610472,81883
2018-03-08,22.500629425048828,22.522933550154423,22.303614616372403,22.38911163557209,163403
2018-03-09,22.66790771484375,22.66790771484375,22.44858877238717,22.489478961018584,182476
2018-03-12,22.664186477661133,22.760834834642083,22.58984082412365,22.760834834642083,72624
2018-03-13,22.58612632751465,22.868639571956244,22.548954203889732,22.734817658065552,118972
2018-03-14,22.43743324279785,22.619578608044204,22.392826417149315,22.545234371305117,65414
2018-03-15,22.385395050048828,22.50062948500407,22.34822150810711,22.48947813143437,23854
2018-03-16,22.72738265991211,22.72738265991211,22.370525172771387,22.370525172771387,151532
2018-03-19,22.292463302612305,22.586126484552427,22.247855052321505,22.56754042261074,247095
2018-03-20,22.53780174255371,22.586125217285623,22.206965037267246,22.38911041931178,209741
2018-03-21,22.831464767456055,22.831464767456055,22.45602123471863,22.586125078235177,131565
2018-03-22,22.52664566040039,22.846330965762085,22.355651656424477,22.71622714056853,148110
2018-03-23,22.407691955566406,22.522927778711338,22.14376625722911,22.426279430737562,436222
2018-03-26,22.43743324279785,22.660468789065952,22.340783466196367,22.463454009261618,170508
2018-03-27,22.67905616760254,22.786857302381122,22.60099386366998,22.701360290737057,126401
2018-03-28,22.51549530029297,22.545234129089437,22.333349937003504,22.545234129089437,281859
2018-03-29,22.653034210205078,22.7571186946756,22.47088884392616,22.552667788407838,52405
2018-04-03,22.80173110961914,22.898379492433047,22.489480415721154,22.597281571263196,206588
2018-04-04,22.868637084960938,22.890941207525653,22.653034820911724,22.887223144752134,179587
2018-04-05,23.58978843688965,23.58978843688965,23.14371587889659,23.15858529503566,291515
2018-04-06,23.522876739501953,23.701305473459776,23.489421263258265,23.5042906789278,381688
2018-04-09,23.489418029785156,23.54517762185747,23.407639090911186,23.52659156384181,76465
2018-04-10,23.909469604492188,23.909469604492188,23.574914890109472,23.62323977508149,59384
2018-04-11,23.994966506958008,24.073028796039125,23.801666979285322,23.80538504144646,68351
2018-04-12,24.061885833740234,24.177120276452836,24.00612622608685,24.099057960158675,326852
2018-04-13,24.117637634277344,24.117637634277344,23.88716879635578,24.05072668609508,221577
2018-04-16,23.95718002319336,24.002023688390253,23.874968062508145,23.923546561541137,98971
2018-04-17,24.091705322265625,24.162707071020062,24.013231055703397,24.06554723341155,108774
2018-04-18,24.454187393188477,24.499028208782853,24.144025113908697,24.144025113908697,137320
2018-04-19,24.764347076416016,24.764347076416016,24.52518655405606,24.551344647094858,321514
2018-04-20,24.738189697265625,24.846559757558907,24.543872836372483,24.704559084253088,102068
2018-04-23,24.925031661987305,24.925031661987305,24.72324230111874,24.734452504387203,79219
2018-04-24,25.201562881469727,25.201562881469727,25.037138966972776,25.037138966972776,169887
2018-04-25,24.87271499633789,24.981085044191918,24.697080879161298,24.88392519938864,325839
2018-04-26,25.294984817504883,25.317405223458184,24.839084223000757,24.839084223000757,144802
2018-04-27,25.336091995239258,25.339826829062925,25.179140593081524,25.302458533698964,86108
2018-04-30,25.362253189086914,25.362253189086914,25.134302853163096,25.25014543826524,70294
2018-05-02,25.414567947387695,25.60514712162171,25.34356618579951,25.347303870887934,359380
2018-05-03,25.30619239807129,25.496774381979023,25.2426660204413,25.410824749701337,192859
2018-05-04,25.590200424194336,25.590200424194336,25.336092024005424,25.336092024005424,112742
2018-05-07,25.97136688232422,25.98257708812481,25.687362647627936,25.717258430442023,119390
2018-05-08,25.507993698120117,25.84057644221636,25.47062539504547,25.791995082302428,344532
2018-05-09,26.23294448852539,26.251630063141395,25.862993489479443,25.862993489479443,261796
2018-05-10,26.161941528320312,26.445942831605475,26.01246550758088,26.445942831605475,833412
2018-05-11,26.39362907409668,26.39362907409668,26.169416447920913,26.24415589065832,88078
2018-05-14,26.55805206298828,26.55805206298828,26.236679598066463,26.326364075178702,210324
2018-05-15,26.78973960876465,26.85700367824349,26.50573544307418,26.53189353392606,236262
2018-05-16,26.785999298095703,26.883159133599637,26.737420805852636,26.785999298095703,273450
2018-05-17,27.208276748657227,27.208276748657227,26.87195915727229,26.88316936351594,335942
2018-05-18,27.28301239013672,27.3465387839722,27.11111593274857,27.18585253125873,715823
2018-05-21,27.28301239013672,27.28301239013672,27.28301239013672,27.28301239013672,0
2018-05-22,27.230693817138672,27.413800463171917,27.08869030097481,27.413800463171917,238898
2018-05-23,26.49078941345215,26.782266117966277,26.389894727665826,26.733687617553347,326576
2018-05-24,26.087203979492188,26.63652675611022,26.012467389225286,26.587948257538553,432174
2018-05-25,25.560306549072266,26.0909437959681,25.451936488618596,26.019942033700914,178398
2018-05-28,25.369722366333008,25.605145190820515,25.30245829490541,25.5042505091882,78328
2018-05-29,25.49303436279297,25.649982875863117,24.865237459494885,25.149241567205745,158516
2018-05-30,26.034881591796875,26.034881591796875,25.586456455022166,25.687351112940355,70754
2018-05-31,26.094680786132812,26.173155065539994,25.952677265380302,26.042364599861358,233688
2018-06-01,26.363737106323242,26.47210431294966,26.247891678623922,26.25910188268746,139942
2018-06-04,26.21426010131836,26.524422373742706,26.210522416428677,26.524422373742706,223861
2018-06-05,26.072250366210938,26.438466420547513,25.986303591378277,26.229201732936637,251193
2018-06-06,26.184364318847656,26.322630149555142,25.986309785008704,26.3002068912399,73242
2018-06-07,26.55805206298828,26.5916855237917,26.17689089699768,26.17689089699768,39966
2018-06-08,26.345048904418945,26.57673688568955,26.274047151074168,26.41605065776372,127935
2018-06-11,26.543107986450195,26.573003766786563,26.307685131093002,26.457161181756305,112595
2018-06-12,26.337581634521484,26.561794291162883,26.29647564818506,26.561794291162883,85782
2018-06-13,26.124576568603516,26.292735331501174,26.049837123190304,26.16194486580096,56470
2018-06-14,26.55805206298828,26.60289572705346,25.978833518973392,26.083468735125482,55365
2018-06-15,26.023681640625,26.539371036125257,26.023681640625,26.531898516343492,101190
2018-06-18,26.161941528320312,26.161941528320312,25.780777532883864,25.881675058565612,47490
2018-06-19,25.993785858154297,26.016209119535695,25.84804748875897,25.911573885465934,92097
2018-06-20,25.791994094848633,26.14326240254318,25.728467696951984,26.14326240254318,83930
2018-06-21,25.526676177978516,25.803207890305416,25.485570189687184,25.784522313438902,182934
2018-06-22,26.346923828125,26.397372606771338,25.481836325811532,25.63504722808198,110481
2018-06-25,25.657461166381836,26.180622936209158,25.657461166381836,26.158202532078793,171132
2018-06-26,25.801328659057617,25.904093594087122,25.68735352220994,25.732197180500382,85800
2018-06-27,26.423519134521484,26.53188916478144,25.851776063612252,26.1058844119072,82926
2018-06-28,26.309553146362305,26.561794165779823,26.14699946999287,26.419790631462988,399130
2018-06-29,26.296476364135742,26.50200345039497,26.281528473150193,26.38242317352928,62326
2018-07-02,26.019943237304688,26.15073656353507,25.88541507679578,25.93773411789905,177403
2018-07-03,26.333843231201172,26.573003771901078,26.139523509995914,26.21426296085122,296721
2018-07-04,26.360000610351562,26.483318562649803,26.32263231144804,26.360000610351562,41886
2018-07-05,26.5487117767334,26.804690463061487,26.33384192459994,26.374947907776175,38863
2018-07-06,26.423519134521484,26.572995136639268,26.15072806784782,26.572995136639268,71650
2018-07-09,26.767316818237305,26.808422797580885,26.546841884501852,26.580472494318528,90919
2018-07-10,27.133535385131836,27.24190544486242,26.93921567422927,26.93921567422927,201707
2018-07-11,26.457164764404297,26.868221821127015,26.457164764404297,26.868221821127015,130195
2018-07-12,26.47210121154785,26.494524468066206,26.318890355598736,26.33383824293831,53864
2018-07-13,26.52068519592285,26.52815771482686,26.333840862121527,26.52815771482686,35358
2018-07-16,26.049625396728516,26.5317463762452,25.989358837455075,26.49407833986544,52935
2018-07-17,26.075990676879883,26.106121082131203,25.872595354678335,26.019491497323735,251226
2018-07-18,26.083526611328125,26.23795753452483,25.902729783398822,26.09105849539397,73299
2018-07-19,26.20029067993164,26.305754303639,26.07976041374206,26.1663928895978,12576
2018-07-20,26.13249397277832,26.173926523957505,25.914034826350726,26.173926523957505,87533
2018-07-23,26.128725051879883,26.245487927107664,26.034560701233495,26.072225866758465,20714
2018-07-24,26.2982234954834,26.369789331785736,25.97806523222128,26.08729623943651,69378
2018-07-25,26.28315544128418,26.381087179334582,26.124960007742278,26.34718651576521,69623
2018-07-26,26.38485336303711,26.38485336303711,26.170158749051144,26.33965343821499,20701
2018-07-27,26.682409286499023,26.71254256868736,26.38485246431004,26.38485246431004,128112
2018-07-30,26.66358184814453,26.859442462268643,26.62214929779106,26.633448561765945,133088
2018-07-31,26.972434997558594,26.995033520605503,26.667343441754404,26.73514188456286,19892
2018-08-01,26.693708419799805,26.844369066457794,26.65227587986857,26.82553792245936,32835
2018-08-02,26.426292419433594,26.60708641592645,26.38862436930122,26.573188619209823,23753
2018-08-03,26.48655128479004,26.573183761120156,26.366021017940472,26.546817855048943,40000
2018-08-06,26.599550247192383,26.610849510945247,26.452654071068544,26.512917768973253,13741
2018-08-07,27.01386260986328,27.043995884206076,26.787868799626757,26.7916333036692,30118
2018-08-08,26.818010330200195,27.10427080792492,26.791644422624785,27.010106441774404,83002
2018-08-09,26.708778381347656,26.818006501660655,26.652279194989493,26.72007764388569,38394
2018-08-10,26.38485336303711,26.524214768986212,26.29822089221173,26.512915506197697,30359
2018-08-13,26.332122802734375,26.497850120937024,26.298222139093436,26.350953950385396,5593
2018-08-14,26.22665786743164,26.39238806916635,26.22665786743164,26.373554046726184,315759
2018-08-15,25.605175018310547,26.271857448283022,25.507243275524942,26.24172416224617,92040
2018-08-16,25.744535446166992,25.857533827620674,25.631539938381525,25.857533827620674,33244
2018-08-17,25.691804885864258,25.793504008859777,25.61647454367142,25.733237436170825,41021
2018-08-20,25.902727127075195,26.03455951088687,25.82362942098887,25.82362942098887,28078
2018-08-21,26.128725051879883,26.237956043469843,25.95546299153068,25.95546299153068,175875
2018-08-22,26.35471534729004,26.392380507710886,26.06845495549002,26.121186754812715,161809
2018-08-23,26.392385482788086,26.516683121908308,26.354720315267194,26.36225219930414,12487
2018-08-24,26.640974044799805,26.659805186978854,26.44134324729694,26.45640988524059,65194
2018-08-27,26.791641235351562,26.83307378142223,26.70124425922831,26.73890942647399,40848
2018-08-28,26.57318115234375,26.799175021291603,26.57318115234375,26.652278862792098,106915
2018-08-29,26.622140884399414,26.622140884399414,26.486544012216786,26.550575070284292,24505
2018-08-30,26.648509979248047,26.667343997958447,26.467713170098683,26.57694415654987,17486
2018-08-31,26.324588775634766,26.49408347754087,26.320821396532686,26.48655159300498,30708
2018-09-03,26.433815002441406,26.486546805666382,26.211585654278064,26.211585654278064,73185
2018-09-04,26.328350067138672,26.524210630136235,26.328350067138672,26.407447767983896,27287
2018-09-05,25.812335968017578,26.215359346106748,25.812335968017578,26.185226058816163,61875
2018-09-06,25.58633041381836,25.947921075704592,25.58633041381836,25.838690114249303,24987
2018-09-07,25.50723648071289,25.61270008007935,25.2699405084708,25.586334180237735,91373
2018-09-10,25.605175018310547,25.669206095887613,25.556207710083584,25.578809111445384,83292
2018-09-11,25.932859420776367,25.932859420776367,25.593867212114596,25.680499671865594,16013
2018-09-12,26.37354850769043,26.403681787798686,26.072224327611114,26.072224327611114,279462
2018-09-13,26.140026092529297,26.339654069693864,26.140026092529297,26.335886690784687,10872
2018-09-14,26.253019332885742,26.30198663347803,26.188988265292,26.188988265292,81338
2018-09-17,26.268085479736328,26.39238310767069,26.177688511087617,26.204054413346316,90315
2018-09-18,26.44135093688965,26.47901897953696,26.264324355320962,26.264324355320962,19298
2018-09-19,26.516681671142578,26.576945361145278,26.407450679740517,26.55811421524915,12336
2018-09-20,26.674884796142578,26.742683263023757,26.52798859684482,26.622152974531527,85156
2018-09-21,26.787874221801758,26.870736432515894,26.65227733348003,26.67487585697772,35718
2018-09-24,27.0816650390625,27.194660524031583,26.908402996509132,27.002567337483853,14187
2018-09-25,27.676782608032227,27.676782608032223,27.3151890327994,27.334023049266666,143380
2018-09-26,27.646650314331055,27.680548096776675,27.54118671516572,27.654182196985342,69104
2018-09-27,27.744592666625977,27.88395410166061,27.605228357922694,27.605228357922694,61898
2018-09-28,27.673019409179688,27.812380806880963,27.420659642944734,27.710684574134955,65626
2018-10-01,27.861352920532227,27.9291513786307,27.718221245841903,27.801086347258746,59792
2018-10-02,27.850053787231445,27.970584060675982,27.725756134522538,27.872652315480924,296608
2018-10-04,27.83498191833496,28.1061757010906,27.77848273464956,27.87641446145973,141863
2018-10-05,27.420669555664062,27.823693001083104,27.42066955566406,27.767193796391496,141665
2018-10-08,26.961135864257812,27.30389258465952,26.91970332269628,27.266227421512966,79787
2018-10-09,27.390533447265625,27.398065332737975,27.13817361574683,27.30390095915616,87423
2018-10-10,27.17207145690918,27.786022139182048,27.11933963750752,27.639125946039037,88063
2018-10-11,26.245494842529297,26.78411518509434,26.245494842529297,26.74268262999944,1517518
2018-10-12,26.294448852539062,26.588241127636195,26.294448852539062,26.445112368238693,63403
2018-10-15,26.457639694213867,26.57534640597389,26.260195897368337,26.309556122355513,21848
2018-10-16,26.620906829833984,26.662674280609924,26.165265599237223,26.374099956220615,69285
2018-10-17,26.45383644104004,26.78417820889149,26.313348561446205,26.757599185976744,35956
2018-10-18,26.19184684753418,26.529781416592556,26.19184684753418,26.36650943066238,41542
2018-10-19,26.237403869628906,26.408271483338886,26.21082484930459,26.38169246301457,27946
2018-10-22,25.910860061645508,26.37409690065864,25.842513595284622,26.37409690065864,60163
2018-10-23,25.193227767944336,25.76278078257863,25.15146031511944,25.641276255332503,102301
2018-10-24,25.124876022338867,25.603301265450483,25.09829700310466,25.09829700310466,95019
2018-10-25,25.295747756958008,25.371686996620607,24.832510863085762,24.862887717709324,201532
2018-10-26,25.10209846496582,25.242589242325693,24.60089196054455,25.15525651112442,62042
2018-10-29,25.234994888305664,25.474206108417814,25.15525781493495,25.37548567294725,88617
2018-10-30,25.299541473388672,25.56153676233792,25.033751250466363,25.56153676233792,208088
2018-10-31,25.956430435180664,26.11970242038763,25.622293698967194,25.664058256209415,188585
2018-11-01,25.371688842773438,25.8235351732642,25.322328623090716,25.74759303117942,33053
2018-11-02,25.272964477539062,25.705824530660884,25.227402091039753,25.47041114202406,107882
2018-11-05,25.645076751708984,25.78176972117866,25.22360724532695,25.284358066815283,87614
2018-11-06,25.531156539916992,25.67544512494454,25.504577521132305,25.667849464208473,32064
2018-11-07,25.907073974609375,26.138689576311386,25.542557431613318,25.542557431613318,29276
2018-11-08,25.850114822387695,26.077935460345035,25.75518931516409,26.077935460345035,64030
2018-11-09,25.4856014251709,25.553947906791876,25.26537355140369,25.52736888043353,86082
2018-11-12,25.508380889892578,25.899473492736835,25.508380889892578,25.85011327481838,297000
2018-11-13,25.014768600463867,25.455224344135765,24.7603689365654,25.21221527759147,165659
2018-11-14,24.916048049926758,25.075522205981525,24.445215450769968,24.578113477712176,225354
2018-11-15,25.10969352722168,25.124881955641705,24.821122077930774,25.075521735949014,44397
2018-11-16,25.045141220092773,25.37548297194924,24.984390412184695,25.37548297194924,14067
2018-11-19,24.745180130004883,25.178040204234385,24.745180130004883,25.109693724256225,26730
2018-11-20,24.39965057373047,24.862887462854342,24.262957626221908,24.771756899917786,51804
2018-11-21,24.790748596191406,24.824920392116343,24.43002989012348,24.43002989012348,143620
2018-11-22,24.574316024780273,24.71100898833144,24.574316024780273,24.638864675097043,16480
2018-11-23,23.959199905395508,24.60469515897131,23.837695359541936,24.517362408718643,122211
2018-11-26,24.437618255615234,24.483183533470832,24.187015021201542,24.187015021201542,31139
2018-11-27,24.357881546020508,24.43382077998738,24.22878282044957,24.426228015349125,62495
2018-11-28,24.37307357788086,24.536345562270128,24.319915526860772,24.536345562270128,20976
2018-11-29,24.47179412841797,24.638863944895107,24.270552520514062,24.452810765479718,38568
2018-11-30,24.62367820739746,24.650257235932912,24.414843810875162,24.452813437797683,60058
2018-12-03,25.079315185546875,25.34130756355288,25.0565310984493,25.1932240334507,59500
2018-12-04,24.969202041625977,25.18563204590497,24.969202041625977,25.166645788887337,57246
2018-12-05,24.642662048339844,24.760368749304867,24.60089459375937,24.722399126112588,20900
2018-12-06,23.716188430786133,24.494578750539773,23.693407236007822,24.494578750539773,55219
2018-12-07,24.24017333984375,24.65404853683677,23.864267759715105,23.93641205958466,108040
2018-12-10,23.655433654785156,24.145249568839237,23.594681394406614,24.1376553552359,55135
2018-12-11,23.944007873535156,24.187016913989925,23.78453228545663,23.78833011646581,74600
2018-12-12,24.21359634399414,24.26295800880572,23.989572109477788,24.012354750571166,20300
2018-12-13,24.27055549621582,24.327511385806723,23.9857789451582,24.14905095030711,10105
2018-12-14,24.224987030029297,24.38066479029019,24.107280338397988,24.130061531127577,22300
2018-12-17,23.8946475982666,24.145250866856212,23.8338953346221,24.088294985993393,9132
2018-12-18,23.3934383392334,23.68201119585695,23.3934383392334,23.68201119585695,47101
2018-12-19,23.511144638061523,23.57189834209441,23.309903063020677,23.309903063020677,57049
2018-12-20,23.066892623901367,23.19978772219076,22.956778714777048,23.150427513367806,65943
2018-12-21,23.028928756713867,23.028928756713867,22.75174499948325,23.021334542281,77054
2018-12-27,22.751741409301758,23.306107387836793,22.49734178396182,23.306107387836793,19739
2018-12-28,23.21877670288086,23.21877670288086,22.823886295262444,22.823886295262444,35503
2019-01-02,23.56810188293457,23.56810188293457,22.698583997409877,22.702381828356963,109745
2019-01-03,23.48457145690918,23.651641287650456,23.26814140203833,23.309908859723652,66485
2019-01-04,24.114870071411133,24.19081075067317,23.841485653894978,23.84907986666598,29087
2019-01-07,24.171829223632812,24.308520726719024,23.936414389572576,24.308520726719024,65051
2019-01-08,24.168033599853516,24.376867967941266,24.168033599853516,24.217393818442304,26052
2019-01-09,24.38825798034668,24.490776234134383,24.232578787418056,24.308518020083312,19522
2019-01-10,24.43002700805664,24.43002700805664,24.145251936471894,24.293335495137345,34870
2019-01-11,24.228784561157227,24.619875699838918,24.194611324037755,24.467997220993528,24125
2019-01-14,24.24017333984375,24.327504617390236,23.970585294141813,24.217390700656303,1056
2019-01-15,24.351585388183594,24.405375338228776,24.18252958442306,24.382321874352463,70301
2019-01-16,24.305482864379883,24.482223188123044,24.174849476743535,24.482223188123044,44719
2019-01-17,24.26321792602539,24.401534323405865,24.159479528740288,24.159479528740288,104954
2019-01-18,24.77806282043457,24.839538722474767,24.474533615275053,24.474533615275053,34518
2019-01-21,24.685853958129883,24.789590887311558,24.651275958846856,24.789590887311558,4158
2019-01-22,24.443796157836914,24.56674503306761,24.35926972215719,24.516798060150656,30579
2019-01-23,24.197898864746094,24.432270620605212,24.197898864746094,24.30932174305063,27972
2019-01-24,24.39769172668457,24.405376214919386,24.159478454070427,24.159478454070427,85694
2019-01-25,24.524478912353516,24.643584793138793,24.42458204999672,24.516794425582532,46093
2019-01-28,23.975051879882812,24.336213983909687,23.975051879882812,24.24016009250898,148359
2019-01-29,24.3746337890625,24.493741136345665,23.990418241825704,24.07110462065159,56871
2019-01-30,24.493745803833008,24.547535756189724,24.32469145847386,24.409217898320296,19474
2019-01-31,24.958642959594727,24.993223885026946,24.80495614604163,24.80495614604163,19759
2019-02-01,24.97401237487793,24.97401237487793,24.705062644912125,24.839537509895028,42630
2019-02-04,25.043174743652344,25.18917562697389,24.8549099067554,24.97401581337738,27283
2019-02-05,25.48886489868164,25.523445831589626,25.289074049803986,25.35823298428717,75277
2019-02-06,25.650236129760742,25.650236129760742,25.36591445466186,25.454285338832076,158843
2019-02-07,25.08928108215332,25.54649567525528,25.08928108215332,25.54649567525528,92567
2019-02-08,25.06622314453125,25.166120014215654,24.989381202516903,25.047014124693757,29666
2019-02-11,25.2160701751709,25.388968963586507,25.150754223057977,25.150754223057977,7919
2019-02-12,25.346704483032227,25.546495312198328,25.327492529830728,25.431232386986828,107975
2019-02-13,25.435073852539062,25.588760692733526,25.412021852476325,25.4811807839972,232514
2019-02-14,25.45427894592285,25.642543735466944,25.354382087022532,25.53496385572746,40735
2019-02-15,25.777023315429688,25.884606146243346,25.469652592816473,25.469652592816473,45658
2019-02-18,25.700180053710938,25.850023896232386,25.64254713012601,25.800076925835988,52932
2019-02-19,25.723236083984375,25.773185993545116,25.615656173134653,25.750131061696806,77367
2019-02-20,25.85386848449707,25.903815458007045,25.650234682290904,25.75012862931085,23025
2019-02-21,25.800077438354492,25.85386738641369,25.677128566885997,25.81160343703399,54735
2019-02-22,25.830812454223633,25.930706385651124,25.66943969704848,25.66943969704848,46104
2019-02-25,25.66560173034668,25.984498431620796,25.66560173034668,25.915339510469206,14930
2019-02-26,25.826969146728516,25.853864117357418,25.588754455921144,25.64638737336363,66720
2019-02-27,25.86539649963379,25.86539649963379,25.750130636294628,25.792394590763475,14493
2019-02-28,25.73091697692871,25.773180923782167,25.657915081212355,25.727074000487814,15217
2019-03-01,25.746288299560547,26.011395071518848,25.707867325643793,26.011395071518848,57550
2019-03-04,25.86924171447754,25.965295631791356,25.757818818633556,25.757818818633556,103211
2019-03-05,25.961444854736328,25.961444854736325,25.838495994765445,25.899971890416907,70832
2019-03-06,26.022920608520508,26.099762546333874,25.961444713204187,25.961444713204187,41613
2019-03-07,26.045970916748047,26.168919768085956,25.93070508616108,25.980654980703623,67669
2019-03-08,25.584909439086914,25.972967925494082,25.508067509513797,25.92302096440473,196074
2019-03-11,25.83465003967285,25.846176035945522,25.65791125705126,25.71554416974632,113112
2019-03-12,25.830812454223633,25.896128393541296,25.661756675912518,25.888442441073344,46812
2019-03-13,26.26498031616211,26.26498031616211,25.89613366853072,25.89613366853072,179521
2019-03-14,26.50319480895996,26.580036760576473,26.422506949030304,26.422506949030304,49673
2019-03-15,26.491662979125977,26.72219467141432,26.453242007521997,26.526243905502124,84252
2019-03-18,26.764461517333984,26.764461517333984,26.468613848154583,26.468613848154583,16618
2019-03-19,26.85283088684082,27.010360706525425,26.783671954279992,26.783671954279992,25366
2019-03-20,26.545455932617188,26.69914276777446,26.487825934349203,26.69914276777446,11579
2019-03-21,26.6069278717041,26.71835073729492,26.6069278717041,26.626139822483673,12090
2019-03-22,26.226551055908203,26.618449579187583,26.188130091874015,26.618449579187583,29200
2019-03-25,26.05365562438965,26.191973457516912,26.01139167919343,26.09591956958587,38547
2019-03-26,26.23807716369629,26.372552004054317,26.103602323338258,26.103602323338258,24479
2019-03-27,26.19197654724121,26.307242398888555,26.095922647979215,26.307242398888555,15578
2019-03-28,26.076711654663086,26.241924466151453,26.011392780292592,26.157396572180826,7387
2019-03-29,26.28034210205078,26.368710029929407,26.23039220849768,26.29571107458006,12736
2019-04-01,26.61461067199707,26.633822622616954,26.460926792366447,26.507030783722794,34618
2019-04-02,26.62614631652832,26.710671299110306,26.560827426745963,26.576196404851647,37807
2019-04-03,26.802875518798828,26.895086422904456,26.772137573653023,26.891243446928282,103471
2019-04-04,26.5992488861084,26.62998390815417,26.503194980300506,26.5992488861084,111974
2019-04-05,26.868192672729492,26.906613640238994,26.653032909610754,26.73371782078028,112027
2019-04-08,27.05262565612793,27.05262565612793,26.852831874125286,26.852831874125286,64965
2019-04-09,26.860517501831055,27.286994176557158,26.84898857001011,27.064151327342763,166522
2019-04-10,27.029565811157227,27.07951571324635,26.85282699386501,26.891247966088137,66312
2019-04-11,26.84514808654785,27.025726976807377,26.8182531087362,27.00267497620674,164864
2019-04-12,26.799039840698242,27.029568629405475,26.783670863940085,26.864355793420984,258281
2019-04-15,26.747005462646484,26.781891441504147,26.68885920710897,26.781891441504147,74523
2019-04-16,26.580318450927734,26.78188876487892,26.537678064957866,26.688856539781536,171355
2019-04-17,26.708240509033203,26.766386760719296,26.580319346812047,26.580319346812047,85126
2019-04-18,26.727619171142578,26.797394077891873,26.572566451647305,26.66559867483268,20943
2019-04-23,27.25480842590332,27.328460542541013,27.088124080183082,27.088124080183082,77173
