,t-10,t-9,t-8,t-7,t-6,t-5,t-4,t-3,t-2,t-1,t+0,t+1,t+2,t+3,t+4,t+5,t+6,t+7,t+8,t+9,t+10
2011-03-14,0.016707773669994694,0.015963809136653094,0.015968259217253148,0.014682594209495073,0.013931726523690666,0.013277061095084551,0.010035702759191108,0.009901584365010527,0.01148054635690151,0.0113709261584634,0.01984612656823325,0.024383980966328902,0.027230020050480086,0.027726508676190854,0.027786920418531327,0.027492581250913587,0.028006522611378752,0.02813868117461283,0.02492153132544235,0.02469654496543322,0.02207032740026756
2011-06-23,0.02221891233102754,0.022780499604780673,0.022437582006027888,0.020899711139570024,0.021498175603288965,0.021060150525411565,0.021587011403389016,0.02172856346234806,0.02261331614520691,0.02077754184885045,0.020726378230058483,0.02104691356202081,0.021272317668500035,0.018237187741276466,0.014005082555857463,0.014236910650418062,0.01412012105385418,0.013180752550265738,0.013791159689133803,0.013857058405098176,0.014960088890092572
2011-06-24,0.022780499604780673,0.022437582006027888,0.020899711139570024,0.021498175603288965,0.021060150525411565,0.021587011403389016,0.02172856346234806,0.02261331614520691,0.02077754184885045,0.020726378230058483,0.02104691356202081,0.021272317668500035,0.018237187741276466,0.014005082555857463,0.014236910650418062,0.01412012105385418,0.013180752550265738,0.013791159689133803,0.013857058405098176,0.014960088890092572,0.01813157799573223
2011-06-27,0.022437582006027888,0.020899711139570024,0.021498175603288965,0.021060150525411565,0.021587011403389016,0.02172856346234806,0.02261331614520691,0.02077754184885045,0.020726378230058483,0.02104691356202081,0.021272317668500035,0.018237187741276466,0.014005082555857463,0.014236910650418062,0.01412012105385418,0.013180752550265738,0.013791159689133803,0.013857058405098176,0.014960088890092572,0.01813157799573223,0.01877368612528272
2011-06-30,0.021060150525411565,0.021587011403389016,0.02172856346234806,0.02261331614520691,0.02077754184885045,0.020726378230058483,0.02104691356202081,0.021272317668500035,0.018237187741276466,0.014005082555857463,0.014236910650418062,0.01412012105385418,0.013180752550265738,0.013791159689133803,0.013857058405098176,0.014960088890092572,0.01813157799573223,0.01877368612528272,0.018993472711324014,0.01737725850566681,0.01668985893638421
2011-07-11,0.02104691356202081,0.021272317668500035,0.018237187741276466,0.014005082555857463,0.014236910650418062,0.01412012105385418,0.013180752550265738,0.013791159689133803,0.013857058405098176,0.014960088890092572,0.01813157799573223,0.01877368612528272,0.018993472711324014,0.01737725850566681,0.01668985893638421,0.016064776845311456,0.019026327641050483,0.01978195594858924,0.02051027399928401,0.020496788591579464,0.017587165580727024
2011-08-05,0.020496788591579464,0.017587165580727024,0.015780521226502982,0.018537184104039473,0.01804357187994248,0.01778732393647297,0.016575258571192814,0.017743014591019846,0.0163538697203208,0.025808337802120176,0.02424986544273195,0.03387601414453521,0.04179859597137777,0.041706358301831864,0.049312313534201964,0.04921664360254552,0.052012671988486955,0.051447090212017516,0.05163723567316287,0.049940881796556987,0.05076839432005578
2011-08-09,0.015780521226502982,0.018537184104039473,0.01804357187994248,0.01778732393647297,0.016575258571192814,0.017743014591019846,0.0163538697203208,0.025808337802120176,0.02424986544273195,0.03387601414453521,0.04179859597137777,0.041706358301831864,0.049312313534201964,0.04921664360254552,0.052012671988486955,0.051447090212017516,0.05163723567316287,0.049940881796556987,0.05076839432005578,0.041187522507884024,0.040251059651101415
2011-08-11,0.01804357187994248,0.01778732393647297,0.016575258571192814,0.017743014591019846,0.0163538697203208,0.025808337802120176,0.02424986544273195,0.03387601414453521,0.04179859597137777,0.041706358301831864,0.049312313534201964,0.04921664360254552,0.052012671988486955,0.051447090212017516,0.05163723567316287,0.049940881796556987,0.05076839432005578,0.041187522507884024,0.040251059651101415,0.03912281492996416,0.03370129640177668
2011-10-03,0.0256742351370477,0.026292600356752835,0.023415551375730703,0.024390800086090597,0.025302843408065868,0.02611666898853093,0.02664969723309899,0.024905107722120564,0.02603031804407774,0.027129196721121268,0.02999145238935685,0.03221311974789528,0.03321010705193265,0.0348407946521814,0.03703243677806608,0.038565126107168966,0.03831048458124679,0.038031780016177234,0.0379861126649273,0.03502686757350922,0.031520497296546476
2011-11-07,0.02641345370796478,0.028186050239724654,0.027514070106376978,0.03626616267050667,0.03637907429119806,0.04087556360020529,0.04166684450060236,0.04036696853551492,0.040391960948795616,0.040299149883031314,0.039420471179339424,0.037958056253689,0.04052199002639899,0.02977463156242972,0.032558127314559926,0.026370343178093038,0.022981095712445658,0.02205215244280852,0.021285522105376483,0.021441725568050195,0.021017150860223707
2011-11-21,0.039420471179339424,0.037958056253689,0.04052199002639899,0.02977463156242972,0.032558127314559926,0.026370343178093038,0.022981095712445658,0.02205215244280852,0.021285522105376483,0.021441725568050195,0.021017150860223707,0.021218625715907314,0.016939894466972402,0.016363911811401972,0.014177979080532489,0.013169413535127343,0.0257782923934414,0.025578435682797447,0.02523850629435971,0.025258983581387045,0.02387394366665418
2011-11-23,0.04052199002639899,0.02977463156242972,0.032558127314559926,0.026370343178093038,0.022981095712445658,0.02205215244280852,0.021285522105376483,0.021441725568050195,0.021017150860223707,0.021218625715907314,0.016939894466972402,0.016363911811401972,0.014177979080532489,0.013169413535127343,0.0257782923934414,0.025578435682797447,0.02523850629435971,0.025258983581387045,0.02387394366665418,0.024012139002727678,0.02740154983067088
2011-11-25,0.02977463156242972,0.032558127314559926,0.026370343178093038,0.022981095712445658,0.02205215244280852,0.021285522105376483,0.021441725568050195,0.021017150860223707,0.021218625715907314,0.016939894466972402,0.016363911811401972,0.014177979080532489,0.013169413535127343,0.0257782923934414,0.025578435682797447,0.02523850629435971,0.025258983581387045,0.02387394366665418,0.024012139002727678,0.02740154983067088,0.028288666874059724
2011-11-30,0.022981095712445658,0.02205215244280852,0.021285522105376483,0.021441725568050195,0.021017150860223707,0.021218625715907314,0.016939894466972402,0.016363911811401972,0.014177979080532489,0.013169413535127343,0.0257782923934414,0.025578435682797447,0.02523850629435971,0.025258983581387045,0.02387394366665418,0.024012139002727678,0.02740154983067088,0.028288666874059724,0.03072121172238118,0.0311529390832604,0.02133643833740542
2011-12-05,0.021441725568050195,0.021017150860223707,0.021218625715907314,0.016939894466972402,0.016363911811401972,0.014177979080532489,0.013169413535127343,0.0257782923934414,0.025578435682797447,0.02523850629435971,0.025258983581387045,0.02387394366665418,0.024012139002727678,0.02740154983067088,0.028288666874059724,0.03072121172238118,0.0311529390832604,0.02133643833740542,0.021823620187419922,0.021981433866696178,0.021645719533565616
2011-12-08,0.016939894466972402,0.016363911811401972,0.014177979080532489,0.013169413535127343,0.0257782923934414,0.025578435682797447,0.02523850629435971,0.025258983581387045,0.02387394366665418,0.024012139002727678,0.02740154983067088,0.028288666874059724,0.03072121172238118,0.0311529390832604,0.02133643833740542,0.021823620187419922,0.021981433866696178,0.021645719533565616,0.027166146824865053,0.026387783163180068,0.024175730237325367
2011-12-13,0.013169413535127343,0.0257782923934414,0.025578435682797447,0.02523850629435971,0.025258983581387045,0.02387394366665418,0.024012139002727678,0.02740154983067088,0.028288666874059724,0.03072121172238118,0.0311529390832604,0.02133643833740542,0.021823620187419922,0.021981433866696178,0.021645719533565616,0.027166146824865053,0.026387783163180068,0.024175730237325367,0.022277707960302127,0.019153202236625252,0.018459099933594184
