,t-10,t-9,t-8,t-7,t-6,t-5,t-4,t-3,t-2,t-1,t+0,t+1,t+2,t+3,t+4,t+5,t+6,t+7,t+8,t+9,t+10
2018-01-24,,,,,,0.009468008799126987,0.009569976774446529,0.009555901839689577,0.011312023104055076,0.011415122756397219,0.011425186400280124,0.011898735661813858,0.010253438259739385,0.010940024576559706,0.012031801246809174,0.011478054767895911,0.01201317891769968,0.017808972905202683,0.018693941915014535,0.019484173455164188,0.019348343954704913
2018-01-31,0.009468008799126987,0.009569976774446529,0.009555901839689577,0.011312023104055076,0.011415122756397219,0.011425186400280124,0.011898735661813858,0.010253438259739385,0.010940024576559706,0.012031801246809174,0.011478054767895911,0.01201317891769968,0.017808972905202683,0.018693941915014535,0.019484173455164188,0.019348343954704913,0.020117176431251972,0.019524512697477025,0.021885161876246204,0.0217901975672851,0.022961487631080302
2018-02-13,0.012031801246809174,0.011478054767895911,0.01201317891769968,0.017808972905202683,0.018693941915014535,0.019484173455164188,0.019348343954704913,0.020117176431251972,0.019524512697477025,0.021885161876246204,0.0217901975672851,0.022961487631080302,0.022119118071413663,0.018989669703012288,0.013985677141420376,0.014154693470371937,0.014274370959519743,0.0120334630916958,0.011983403024235267,0.012174755239082803,0.014344551194839744
2018-02-27,0.021885161876246204,0.0217901975672851,0.022961487631080302,0.022119118071413663,0.018989669703012288,0.013985677141420376,0.014154693470371937,0.014274370959519743,0.0120334630916958,0.011983403024235267,0.012174755239082803,0.014344551194839744,0.013274065309369748,0.013476291158122945,0.014040629537715607,0.013942223378267069,0.012958181394929871,0.012469485942831109,0.011989344696759436,0.011776797596526334,0.011246965916275395
2018-03-20,0.013942223378267069,0.012958181394929871,0.012469485942831109,0.011989344696759436,0.011776797596526334,0.011246965916275395,0.008309449622878334,0.008521941025954084,0.00883265503684902,0.00960419065012325,0.010087859607787585,0.012711566635831884,0.014720935767184863,0.013355057834042236,0.014734450892937768,0.014875171494140388,0.01605011714972189,0.017446447943127927,0.01839515831839619,0.01900866424251808,0.018880984252975814
2018-03-21,0.012958181394929871,0.012469485942831109,0.011989344696759436,0.011776797596526334,0.011246965916275395,0.008309449622878334,0.008521941025954084,0.00883265503684902,0.00960419065012325,0.010087859607787585,0.012711566635831884,0.014720935767184863,0.013355057834042236,0.014734450892937768,0.014875171494140388,0.01605011714972189,0.017446447943127927,0.01839515831839619,0.01900866424251808,0.018880984252975814,0.017838050973018174
2018-03-27,0.011246965916275395,0.008309449622878334,0.008521941025954084,0.00883265503684902,0.00960419065012325,0.010087859607787585,0.012711566635831884,0.014720935767184863,0.013355057834042236,0.014734450892937768,0.014875171494140388,0.01605011714972189,0.017446447943127927,0.01839515831839619,0.01900866424251808,0.018880984252975814,0.017838050973018174,0.017545319518162544,0.017442758341138436,0.01949417742612336,0.019112257856291327
2018-05-07,0.010396929906084321,0.008070787127585232,0.00789874329423404,0.008376552315611845,0.00951336680985597,0.009243073807178625,0.009586144602977765,0.008274467650664375,0.008298291562394302,0.008271934880536585,0.008062603574902882,0.007344694900254791,0.009208096976764602,0.008512529958074692,0.0071654703013679264,0.0070730934339648275,0.006241630609649245,0.006256314028550541,0.006354205173358935,0.007874821018484355,0.007840013760092376
2018-05-16,0.008274467650664375,0.008298291562394302,0.008271934880536585,0.008062603574902882,0.007344694900254791,0.009208096976764602,0.008512529958074692,0.0071654703013679264,0.0070730934339648275,0.006241630609649245,0.006256314028550541,0.006354205173358935,0.007874821018484355,0.007840013760092376,0.010011067385631192,0.008371483649293273,0.010025032215134656,0.01297496779607569,0.012519680714092535,0.016462147368654603,0.016508345058242658
2018-05-31,0.006256314028550541,0.006354205173358935,0.007874821018484355,0.007840013760092376,0.010011067385631192,0.008371483649293273,0.010025032215134656,0.01297496779607569,0.012519680714092535,0.016462147368654603,0.016508345058242658,0.015632843823766337,0.015665848340512285,0.014969157967814886,0.014852319598288055,0.015866708197170933,0.014920297739605046,0.011597690533531553,0.01197406577409608,0.007550008042393182,0.007121434692919969
2018-06-04,0.007874821018484355,0.007840013760092376,0.010011067385631192,0.008371483649293273,0.010025032215134656,0.01297496779607569,0.012519680714092535,0.016462147368654603,0.016508345058242658,0.015632843823766337,0.015665848340512285,0.014969157967814886,0.014852319598288055,0.015866708197170933,0.014920297739605046,0.011597690533531553,0.01197406577409608,0.007550008042393182,0.007121434692919969,0.009751283322463052,0.010157742521643082
2018-08-21,0.008100506871796607,0.007984393316100489,0.007229194598742348,0.007725105796729288,0.007574599546968823,0.007816416832555014,0.012567188399875482,0.013203855013355982,0.013370024248102842,0.013584199612265101,0.013399406247960252,0.014150331204645683,0.013944396746122472,0.014014856652643426,0.013567909497471699,0.013655759252857272,0.005290443220029677,0.0056576118097793685,0.006696879583276225,0.006661165967530637,0.006600139865268003
2018-09-06,0.014150331204645683,0.013944396746122472,0.014014856652643426,0.013567909497471699,0.013655759252857272,0.005290443220029677,0.0056576118097793685,0.006696879583276225,0.006661165967530637,0.006600139865268003,0.007910874891213384,0.007874481729699458,0.007259799623483341,0.007593504395294416,0.007886927291172376,0.007488971799235062,0.007800144147703536,0.007455480181046789,0.007692336408717665,0.007682647955409046,0.003356651007710835
2018-09-07,0.013944396746122472,0.014014856652643426,0.013567909497471699,0.013655759252857272,0.005290443220029677,0.0056576118097793685,0.006696879583276225,0.006661165967530637,0.006600139865268003,0.007910874891213384,0.007874481729699458,0.007259799623483341,0.007593504395294416,0.007886927291172376,0.007488971799235062,0.007800144147703536,0.007455480181046789,0.007692336408717665,0.007682647955409046,0.003356651007710835,0.003303875378878189
2018-09-10,0.014014856652643426,0.013567909497471699,0.013655759252857272,0.005290443220029677,0.0056576118097793685,0.006696879583276225,0.006661165967530637,0.006600139865268003,0.007910874891213384,0.007874481729699458,0.007259799623483341,0.007593504395294416,0.007886927291172376,0.007488971799235062,0.007800144147703536,0.007455480181046789,0.007692336408717665,0.007682647955409046,0.003356651007710835,0.003303875378878189,0.004392461423016408
2018-09-12,0.013655759252857272,0.005290443220029677,0.0056576118097793685,0.006696879583276225,0.006661165967530637,0.006600139865268003,0.007910874891213384,0.007874481729699458,0.007259799623483341,0.007593504395294416,0.007886927291172376,0.007488971799235062,0.007800144147703536,0.007455480181046789,0.007692336408717665,0.007682647955409046,0.003356651007710835,0.003303875378878189,0.004392461423016408,0.0041738077091463665,0.006238918786673889
