,t-10,t-9,t-8,t-7,t-6,t-5,t-4,t-3,t-2,t-1,t+0,t+1,t+2,t+3,t+4,t+5,t+6,t+7,t+8,t+9,t+10
2011-03-14,0.013109172938957568,0.013892836307810495,0.01323744983648495,0.013598145156018964,0.013755030800681866,0.014023710532312926,0.013901270724645884,0.012342230662833034,0.016400888619435044,0.016593417631275996,0.016438263982407338,0.01566420421484377,0.015870775388781618,0.01823705850106179,0.018217333859929116,0.02096267891555881,0.020777691511653498,0.0206030666802085,0.015454487385971365,0.014993263368628423,0.015171983658045462
2011-06-23,0.01251807234231083,0.013513749257716827,0.013818244287027966,0.015548315888804344,0.015416356688842234,0.015483922682554083,0.015418338162087607,0.01410511061185096,0.015692737734837897,0.01567931734067853,0.015148348339676817,0.015094237689397728,0.01455069376815154,0.015962434864958724,0.014040431721904442,0.014455671061339137,0.014276935661846915,0.014234162305713857,0.01359071734453116,0.013739954808696778,0.013406864236526614
2011-06-24,0.013513749257716827,0.013818244287027966,0.015548315888804344,0.015416356688842234,0.015483922682554083,0.015418338162087607,0.01410511061185096,0.015692737734837897,0.01567931734067853,0.015148348339676817,0.015094237689397728,0.01455069376815154,0.015962434864958724,0.014040431721904442,0.014455671061339137,0.014276935661846915,0.014234162305713857,0.01359071734453116,0.013739954808696778,0.013406864236526614,0.014462888724215276
2011-06-27,0.013818244287027966,0.015548315888804344,0.015416356688842234,0.015483922682554083,0.015418338162087607,0.01410511061185096,0.015692737734837897,0.01567931734067853,0.015148348339676817,0.015094237689397728,0.01455069376815154,0.015962434864958724,0.014040431721904442,0.014455671061339137,0.014276935661846915,0.014234162305713857,0.01359071734453116,0.013739954808696778,0.013406864236526614,0.014462888724215276,0.01476772079783423
2011-06-30,0.015483922682554083,0.015418338162087607,0.01410511061185096,0.015692737734837897,0.01567931734067853,0.015148348339676817,0.015094237689397728,0.01455069376815154,0.015962434864958724,0.014040431721904442,0.014455671061339137,0.014276935661846915,0.014234162305713857,0.01359071734453116,0.013739954808696778,0.013406864236526614,0.014462888724215276,0.01476772079783423,0.012244558157504174,0.012114982516722956,0.014039661526401168
2011-07-11,0.015094237689397728,0.01455069376815154,0.015962434864958724,0.014040431721904442,0.014455671061339137,0.014276935661846915,0.014234162305713857,0.01359071734453116,0.013739954808696778,0.013406864236526614,0.014462888724215276,0.01476772079783423,0.012244558157504174,0.012114982516722956,0.014039661526401168,0.01387204157129004,0.014872765906974516,0.014895113972515315,0.015398979237383599,0.01494105914318186,0.011865709000693152
2011-08-05,0.01494105914318186,0.011865709000693152,0.011962909043165888,0.014207245294995386,0.014040769321926917,0.01186408321016593,0.011827948641197936,0.012844863914701311,0.012817548845964883,0.022031355199548474,0.0210650046424965,0.030687935729942706,0.03839387107106257,0.0387385344344998,0.044709698416446515,0.04525807199917614,0.04753081623710323,0.047170173348438246,0.04733544432033022,0.04575762951034666,0.045893269180244764
2011-08-09,0.011962909043165888,0.014207245294995386,0.014040769321926917,0.01186408321016593,0.011827948641197936,0.012844863914701311,0.012817548845964883,0.022031355199548474,0.0210650046424965,0.030687935729942706,0.03839387107106257,0.0387385344344998,0.044709698416446515,0.04525807199917614,0.04753081623710323,0.047170173348438246,0.04733544432033022,0.04575762951034666,0.045893269180244764,0.03598646420301489,0.03518603393438257
2011-08-11,0.014040769321926917,0.01186408321016593,0.011827948641197936,0.012844863914701311,0.012817548845964883,0.022031355199548474,0.0210650046424965,0.030687935729942706,0.03839387107106257,0.0387385344344998,0.044709698416446515,0.04525807199917614,0.04753081623710323,0.047170173348438246,0.04733544432033022,0.04575762951034666,0.045893269180244764,0.03598646420301489,0.03518603393438257,0.03293153863429021,0.02934676093132993
2011-10-03,0.019741035265999542,0.019503421587978957,0.019460674877572415,0.025292249951038022,0.024116426286052067,0.027879917218524005,0.02855544294184935,0.02905600130896249,0.0280755225980484,0.02847572707342041,0.029241323869247125,0.03290007318303413,0.03410381667308694,0.028752448029248794,0.02884490654582143,0.030001335377096375,0.029798410885556632,0.026896106483092992,0.027010629998824073,0.025610865346377937,0.02259366254462838
2011-11-07,0.01770305551363007,0.020030273423961808,0.020571822466634613,0.02302594096245049,0.02104332600753867,0.02639319473011227,0.027398116735792795,0.028614656431020003,0.02945226523880961,0.029171789272677422,0.02900509349504524,0.027922741015878712,0.0317521182026485,0.028733183838585225,0.0295208893776889,0.025388164196636444,0.02231500676987891,0.021391114117048398,0.020624005500862803,0.020602195145181933,0.02068628493555942
2011-11-21,0.02900509349504524,0.027922741015878712,0.0317521182026485,0.028733183838585225,0.0295208893776889,0.025388164196636444,0.02231500676987891,0.021391114117048398,0.020624005500862803,0.020602195145181933,0.02068628493555942,0.019040635811030753,0.016381943508483203,0.013834943119373427,0.018190534328266672,0.019465064033191024,0.027160225650813857,0.02675186966239213,0.025473097338560166,0.025437172531281974,0.02427523711249964
