date,"('ICLN', 'ICLN')","('XLE', 'XLE')","('VIX', '^VIX')","('Brent', 'BZ=F')","('SP500', '^GSPC')",dgs10,carbon_eua,"('ICLN', 'ICLN')_ret","('XLE', 'XLE')_ret","('Brent', 'BZ=F')_ret",carbon_eua_ret,"('SP500', '^GSPC')_ret",dgs10_diff,carbon_shock_resid,carbon_shock
2020-09-28,16.661935806274414,25.874622344970703,26.190000534057617,42.43000030517578,3351.60009765625,0.67,28.28,0.044244683400245,0.0232530584758127,0.0120926700736404,0.0556203676863564,0.0159821918538544,0.01,0.04950447056938578,1
2020-09-29,17.060455322265625,25.162628173828125,26.270000457763672,41.02999877929688,3335.469970703125,0.66,27.36,0.0236364063289452,-0.0279027713194878,-0.0335521897040696,-0.0330727482740223,-0.0048242827044439,-0.01,-0.028959087261081255,0
2020-09-30,17.544368743896484,25.08724021911621,26.3700008392334,40.95000076293945,3363.0,0.69,27.5,0.0279697979567115,-0.003000525720114,-0.0019516477725385,0.0051039119181758,0.0082198425683796,0.0299999999999999,0.0032442432628380664,0
2020-10-01,18.113689422607425,24.316614151000977,26.700000762939453,40.93000030517578,3380.800048828125,0.68,27.07,0.0319349449670163,-0.0311995324348731,-0.0004885309697251,-0.0157599010463158,0.005278949564295,-0.0099999999999998,-0.013428729531154815,0
2020-10-02,18.104198455810547,24.5511531829834,27.6299991607666,39.27000045776367,3348.419921875,0.7,27.59,-0.000524103837639,0.0095989993265282,-0.041402417713606,0.0190272846029849,-0.0096238128663708,0.0199999999999999,0.013551596985392154,0
2020-10-05,18.92970466613769,25.28827667236328,27.959999084472656,41.290000915527344,3408.60009765625,0.78,27.49,0.0445884934752834,0.0295820897417157,0.0501594818243525,-0.0036310860520404,0.0178131090029009,0.08,-0.0012715668755026665,0
2020-10-06,19.06254768371582,24.91133499145508,29.479999542236328,42.650001525878906,3360.969970703125,0.76,27.34,0.0069931920720102,-0.0150179952797472,0.0324069476433499,-0.0054714708813508,-0.0140720643875232,-0.02,-0.006737013299342278,0
2020-10-07,20.01140213012696,25.263145446777344,28.059999465942383,41.9900016784668,3419.43994140625,0.81,27.44,0.048576661806032,0.0140237115740543,-0.0155957750453359,0.003650971561881,0.0172471637702415,0.05,0.00463129190033189,0
2020-10-08,19.99242401123047,26.209678649902344,26.36000061035156,43.34000015258789,3446.830078125,0.78,26.88,-0.0009488152584796,0.0367821246652207,0.0316444649598167,-0.0206192872027358,0.0079782128948692,-0.03,-0.02256618396844926,0
2020-10-09,20.30554580688477,25.79085731506348,25.0,42.84999847412109,3477.139892578125,0.79,26.24,0.015540638841971,-0.0161086951775391,-0.0113703901949184,-0.0240975515790605,0.0087550951807528,0.01,-0.024736967709497053,0
2020-10-12,19.888051986694336,25.85786819458008,25.06999969482422,41.720001220703125,3534.219970703125,0.79,26.4,-0.0207748924569509,0.0025948720498354,-0.0267249500420177,0.0060790460763821,0.0162825301583242,0.0,0.0050092228966310045,0
2020-10-13,19.82163429260254,25.455799102783203,26.06999969482422,42.45000076293945,3511.929931640625,0.74,25.74,-0.0033451664946384,-0.0156713539165641,0.0173462713380227,-0.0253178079842898,-0.0063268916291632,-0.05,-0.027149398968099925,0
2020-10-14,20.05884552001953,25.56469345092773,26.39999961853028,43.31999969482422,3488.669921875,0.73,26.28,0.0118962472893929,0.0042686578684368,0.0202874843580872,0.0207619914484292,-0.0066451720840594,-0.01,0.020353749453082163,0
2020-10-15,19.90702438354492,25.874622344970703,26.96999931335449,43.15999984741211,3483.340087890625,0.74,25.48,-0.0075975759887076,0.0120504186225341,-0.0037002782335708,-0.0309143629124471,-0.001528923514213,0.01,-0.029972755356600447,0
2020-10-16,19.82163429260254,25.28827667236328,27.40999984741211,42.93000030517578,3483.81005859375,0.76,25.4,-0.0042986713006853,-0.0229217404062312,-0.0053432475093805,-0.0031446566794717,0.0001349104566304,0.02,-0.005300823349210537,0
2020-10-19,19.669809341430664,24.752185821533203,29.18000030517578,42.619998931884766,3426.919921875,0.78,25.49,-0.007689042749942,-0.0214271145727248,-0.0072472877360436,0.0035370443635332,-0.0164646635149426,0.02,0.004608069367341278,0
